"submission_year","tri_facility_id","tri_facility_name","rsei_media","county","state","chemical","industry_sector","new_industry_flag","rsei_score"
2015,"06810BDKNRFINAN","BEDOUKIAN RESEARCH INC","Fugitive Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.000158852
2016,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","Methanol","2211 Electric Utilities","True",0.000158785
2012,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","Methanol","2211 Electric Utilities","True",0.000158774
2015,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","Methanol","2211 Electric Utilities","True",0.000158709
2013,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","Methanol","2211 Electric Utilities","True",0.000158654
2014,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","Methanol","2211 Electric Utilities","True",0.000158639
2012,"06477LGHTS37ROB","LIGHT SOURCES INC","Stack Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",0.00015852
2011,"06477LGHTS37ROB","LIGHT SOURCES INC","Stack Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",0.000158082
2010,"06477LGHTS37ROB","LIGHT SOURCES INC","Stack Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",0.000157652
2014,"06810BDKNRFINAN","BEDOUKIAN RESEARCH INC","Fugitive Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.000157543
2009,"06477LGHTS37ROB","LIGHT SOURCES INC","Stack Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",0.000157227
2008,"06477LGHTS37ROB","LIGHT SOURCES INC","Stack Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",0.000156802
2017,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Chromium","336 Transportation Equipment","False",0.0001563673
2017,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Formic acid","325 Chemicals","False",0.0001553353
2017,"06610BRDGP50CRO","TRADEBE TREATMENT & RECYCLING OF BRIDGEPORT LLC","Stack Air Releases","FAIRFIELD","CT","Methanol","562 Hazardous Waste","True",0.000155043
2016,"06610BRDGP50CRO","TRADEBE TREATMENT & RECYCLING OF BRIDGEPORT LLC","Stack Air Releases","FAIRFIELD","CT","Methanol","562 Hazardous Waste","True",0.000154621
2013,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Chromium","336 Transportation Equipment","False",0.0001522907
2014,"06492TMSMC358HA","TIMES MICROWAVE SYSTEMS INC","Direct Water Releases","NEW HAVEN","CT","Copper","335 Electrical Equipment","False",0.0001520845
2016,"06810BDKNRFINAN","BEDOUKIAN RESEARCH INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.000151353
2009,"06460WRNRL10WEB","SCHICK MANUFACTURING INC","Stack Air Releases","NEW HAVEN","CT","Benzo(g,h,i)perylene","332 Fabricated Metals","False",0.000150722
2015,"06810BDKNRFINAN","BEDOUKIAN RESEARCH INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.000150534
2008,"06801VNDRB31TAY","VANDERBILT CHEMICALS LLC","Transfers to POTWs","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",0.0001480018
2017,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","Cyclohexane","4247 Petroleum Bulk Terminals","True",0.000146581
2018,"06111KNYMN1170M","KEENEY MANUFACTURING CO INC","Transfers to POTWs","HARTFORD","CT","Copper","332 Fabricated Metals","False",0.00014602991
2014,"06457PRTTWAIRCR","PRATT & WHITNEY","Transfers to POTWs","MIDDLESEX","CT","Nickel","336 Transportation Equipment","False",0.0001456509
2013,"06457PRTTWAIRCR","PRATT & WHITNEY","Transfers to POTWs","MIDDLESEX","CT","Nickel","336 Transportation Equipment","False",0.0001447478
2015,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Off-Site Incineration","SUFFOLK","NY","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",0.000144403
2017,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Transfers to POTWs","NEW HAVEN","CT","Zinc compounds","331 Primary Metals","False",0.0001420255
2017,"06405TRBNC4COMM","TURBINE COMPONENTS CORP","Transfers to POTWs","NEW HAVEN","CT","Nickel","332 Fabricated Metals","False",0.0001412541
2010,"06111KNYMN1170M","KEENEY MANUFACTURING CO INC","Transfers to POTWs","HARTFORD","CT","Nickel","332 Fabricated Metals","False",0.0001400797
2010,"06801VNDRB31TAY","VANDERBILT CHEMICALS LLC","Transfers to POTWs","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",0.0001384821
2009,"06382STHMS141DE","AES THAMES LLC","Direct Water Releases","NEW LONDON","CT","Nickel compounds","2211 Electric Utilities","True",0.0001381412
2018,"06897PRKNL77DAN","ASML US LLC","Transfers to POTWs","FAIRFIELD","CT","Lead compounds","333 Machinery","False",0.0001378955
2008,"06382STHMS141DE","AES THAMES LLC","Direct Water Releases","NEW LONDON","CT","Nickel compounds","2211 Electric Utilities","True",0.0001372843
2016,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Transfers to POTWs","NEW HAVEN","CT","Chromium","331 Primary Metals","False",0.0001325044
2016,"11747LNRNM350SS","ARAMIS INC LEN-RON MANUFACTURING DIV","Fugitive Air Releases","SUFFOLK","NY","Glycol ethers","325 Chemicals","False",0.000131462
2016,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Fugitive Air Releases","SUFFOLK","NY","Lead compounds","4247 Petroleum Bulk Terminals","True",0.000131333
2014,"06810BDKNRFINAN","BEDOUKIAN RESEARCH INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.000131023
2015,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",0.000127071
2012,"06110BBTTBRAILR","ABBOTT BALL CO INC","Transfers to POTWs","HARTFORD","CT","Chromium","332 Fabricated Metals","False",0.0001263867
2013,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",0.000125765
2014,"06457MDDLT1866R","MIDDLETOWN STATION","Stack Air Releases","MIDDLESEX","CT","Ammonia","2211 Electric Utilities","True",0.000124546
2007,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Off-Site Incineration","NEW HAVEN","CT","Methanol","333 Machinery","False",0.000124454
2012,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Transfers to POTWs","NEW LONDON","CT","Chromium compounds","336 Transportation Equipment","False",0.0001242058
2015,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",0.0001235666
2009,"06111KNYMN1170M","KEENEY MANUFACTURING CO INC","Transfers to POTWs","HARTFORD","CT","Nickel","332 Fabricated Metals","False",0.0001229801
2010,"06790RBCRC2788W","RBC AIRCRAFT PRODUCTS INC","Transfers to POTWs","LITCHFIELD","CT","Chromium","332 Fabricated Metals","False",0.0001228812
2009,"06457MDDLT1866R","MIDDLETOWN STATION","Stack Air Releases","MIDDLESEX","CT","Ammonia","2211 Electric Utilities","True",0.000122023
2009,"06043SYNDT201BO","SIMONIZ USA INC","Transfers to POTWs","TOLLAND","CT","Ethylene glycol","325 Chemicals","False",0.000121768133
2011,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Direct Water Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",0.000121086
2015,"06460CPCNC15216","CAAP CO INC","Off-Site Incineration","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.000119056
2012,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Transfers to POTWs","NEW LONDON","CT","Lead","336 Transportation Equipment","False",0.0001187274
2012,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",0.000116974
2016,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",0.0001163857
2011,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Methanol","325 Chemicals","False",0.000113705662
2009,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Off-Site Incineration","FAIRFIELD","CT","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",0.000112755
2014,"0600WTRBTC144BL","TURBOTEC PRODUCTS INC","Transfers to POTWs","HARTFORD","CT","Copper","332 Fabricated Metals","False",0.0001121889
2013,"0600WTRBTC144BL","TURBOTEC PRODUCTS INC","Transfers to POTWs","HARTFORD","CT","Copper","332 Fabricated Metals","False",0.0001114829
2018,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Transfers to POTWs","NEW LONDON","CT","Nickel","336 Transportation Equipment","False",0.0001079774
2014,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Off-Site Incineration","NASSAU","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.000103816
2016,"06790DYMXC51GRE","DYMAX OLIGOMERS & COATINGS","Stack Air Releases","LITCHFIELD","CT","Methyl methacrylate","325 Chemicals","False",0.000103089
2012,"06320SCSTG15MOH","US COAST GUARD ACADEMY","Fugitive Air Releases","NEW LONDON","CT","Benzo(g,h,i)perylene","999 Other","False",0.000100447
2015,"06405TRBNC4COMM","TURBINE COMPONENTS CORP","Transfers to POTWs","NEW HAVEN","CT","Nickel","332 Fabricated Metals","False",9.97524e-05
2019,"06770LCTRC18RAD","ELECTRIC CABLE COMPOUNDS INC","Transfers to POTWs","NEW HAVEN","CT","Zinc compounds","325 Chemicals","False",9.92753e-05
2010,"06512NRTHS481ES","SHELL NEW HAVEN TERMINAL","Off-Site Incineration","NEW HAVEN","CT","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",9.90886e-05
2013,"06484SMRVT510RI","LATEX INTERNATIONAL","Direct Water Releases","FAIRFIELD","CT","Zinc compounds","326 Plastics and Rubber","False",9.87872e-05
2018,"0633WMRCSS1761R","AMERICAS STYRENICS ALLYNS POINT PLANT","Transfers to POTWs","NEW LONDON","CT","Zinc compounds","325 Chemicals","False",9.80896e-05
2015,"06457PRTTWAIRCR","PRATT & WHITNEY","Transfers to POTWs","MIDDLESEX","CT","Nickel","336 Transportation Equipment","False",9.76501e-05
2011,"06405TRBNC4COMM","TURBINE COMPONENTS CORP","Transfers to POTWs","NEW HAVEN","CT","Nickel","332 Fabricated Metals","False",9.74654e-05
2012,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Glycol ethers","325 Chemicals","False",9.66199e-05
2013,"06320SCSTG15MOH","US COAST GUARD ACADEMY","Fugitive Air Releases","NEW LONDON","CT","Benzo(g,h,i)perylene","999 Other","False",9.64957e-05
2009,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Off-Site Incineration","FAIRFIELD","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",9.60398e-05
2014,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Xylene (mixed isomers)","325 Chemicals","False",9.5913079e-05
2007,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",9.53323e-05
2009,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Ethylene glycol","325 Chemicals","False",9.48961e-05
2015,"06320SCSTG15MOH","US COAST GUARD ACADEMY","Fugitive Air Releases","NEW LONDON","CT","Benzo(g,h,i)perylene","999 Other","False",9.42081e-05
2014,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Direct Water Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",9.36008e-05
2010,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Off-Site Incineration","SUFFOLK","NY","Cyclohexane","4247 Petroleum Bulk Terminals","True",9.319882e-05
2013,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Direct Water Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",9.29778e-05
2012,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Direct Water Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",9.23548e-05
2008,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","332 Fabricated Metals","False",9.18229e-05
2008,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Direct Water Releases","NEW HAVEN","CT","Zinc compounds","331 Primary Metals","False",9.17011e-05
2019,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Direct Water Releases","NEW LONDON","CT","Nickel","336 Transportation Equipment","False",9.1689e-05
2018,"06405TRBNC4COMM","TURBINE COMPONENTS CORP","Transfers to POTWs","NEW HAVEN","CT","Nickel","332 Fabricated Metals","False",9.13208e-05
2007,"06708HBBRD563SL","HUBBARD-HALL INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","4246 Chemical Wholesalers","True",9.0048e-05
2019,"06852KNGNDSCIEN","KING INDUSTRIES INC","Direct Water Releases","FAIRFIELD","CT","Barium compounds","325 Chemicals","False",8.99926e-05
2015,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",8.98598e-05
2007,"06720WTRBR240EA","WATERBURY ROLLING MILLS","Direct Water Releases","NEW HAVEN","CT","Zinc compounds","331 Primary Metals","False",8.96203e-05
2007,"06801VNDRB31TAY","VANDERBILT CHEMICALS LLC","Transfers to POTWs","FAIRFIELD","CT","Dichloromethane","325 Chemicals","False",8.90272e-05
2019,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.8533e-05
2018,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.81197e-05
2017,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.77112e-05
2016,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.73066e-05
2015,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.69059e-05
2013,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Transfers to POTWs","NEW HAVEN","CT","Chromium","331 Primary Metals","False",8.65799e-05
2019,"06506NWHVN1WATE","PSEG NEW HAVEN HARBOR STATION","Stack Air Releases","NEW HAVEN","CT","Benzo(g,h,i)perylene","2211 Electric Utilities","True",8.65197e-05
2014,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.65086e-05
2013,"06490JLLFF354PE","JELLIFF CORP","Fugitive Air Releases","FAIRFIELD","CT","Ammonia","332 Fabricated Metals","False",8.6114e-05
2018,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.60349e-05
2017,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.55916e-05
2016,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.51515e-05
2018,"06708HBBRD563SL","HUBBARD-HALL INC","Stack Air Releases","NEW HAVEN","CT","Ethylene glycol","4246 Chemical Wholesalers","True",8.49774e-05
2014,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.42779e-05
2014,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",8.3492e-05
2012,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.34102e-05
2011,"06852KNGNDSCIEN","KING INDUSTRIES INC","Fugitive Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",8.29779e-05
2012,"06770DNHMC15EAS","UNIMETAL SURFACE FINISHING LLC","Transfers to POTWs","NEW HAVEN","CT","Cyanide compounds","332 Fabricated Metals","False",8.266058e-05
2011,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",8.2659e-05
2011,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",8.19321e-05
2016,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Off-Site Incineration","SUFFOLK","NY","Cyclohexane","4247 Petroleum Bulk Terminals","True",7.98509e-05
2011,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",7.88662e-05
2012,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",7.79838e-05
2009,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Glycol ethers","325 Chemicals","False",7.79253e-05
2017,"06852KNGNDSCIEN","KING INDUSTRIES INC","Direct Water Releases","FAIRFIELD","CT","Barium compounds","325 Chemicals","False",7.75418e-05
2015,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Fugitive Air Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",7.7425e-05
2010,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",7.69856e-05
2008,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Off-Site Incineration","SUFFOLK","NY","Toluene","4247 Petroleum Bulk Terminals","True",7.64467e-05
2007,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Off-Site Incineration","SUFFOLK","NY","Toluene","4247 Petroleum Bulk Terminals","True",7.61097e-05
2017,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",7.61045e-05
2007,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Naphthalene","325 Chemicals","False",7.574447991e-05
2017,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","n-Butyl alcohol","325 Chemicals","False",7.451193e-05
2018,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Stack Air Releases","NEW HAVEN","CT","Lead compounds","331 Primary Metals","False",7.45094e-05
2019,"11901TSCCR212SO","UNITED RIVERHEAD TERMINAL INC","Fugitive Air Releases","SUFFOLK","NY","Toluene","4247 Petroleum Bulk Terminals","True",7.4309e-05
2012,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",7.4212e-05
2011,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Chlorine","332 Fabricated Metals","False",7.372e-05
2015,"06040NSNNG186AD","PARADIGM MANCHESTER INC","Transfers to POTWs","HARTFORD","CT","Nickel","336 Transportation Equipment","False",7.35898e-05
2010,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Chlorine","332 Fabricated Metals","False",7.32288e-05
2014,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",7.31505e-05
2018,"06790DYMXC51GRE","DYMAX OLIGOMERS & COATINGS","Stack Air Releases","LITCHFIELD","CT","Methyl methacrylate","325 Chemicals","False",7.28448e-05
2009,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Chlorine","332 Fabricated Metals","False",7.27376e-05
2008,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Chlorine","332 Fabricated Metals","False",7.22465e-05
2008,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Direct Water Releases","NEW HAVEN","CT","Manganese compounds","331 Primary Metals","False",7.18903e-05
2007,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Chlorine","332 Fabricated Metals","False",7.17553e-05
2008,"06340PFZRNEASTE","PFIZER INC GROTON SITE","Off-Site Incineration","NEW LONDON","CT","Toluene","325 Chemicals","False",6.99332e-05
2009,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",6.88476e-05
2008,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",6.87806e-05
2019,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Off-Site Incineration","NEW HAVEN","CT","Toluene","4247 Petroleum Bulk Terminals","True",6.85396e-05
2015,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",6.8079e-05
2018,"06852KNGNDSCIEN","KING INDUSTRIES INC","Transfers to POTWs","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",6.769917e-05
2008,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Ethylene glycol","325 Chemicals","False",6.76064e-05
2008,"06335DWCHMROUTE","DOW NORTH AMERICA ALLYN'S POINT PLANT","Direct Water Releases","NEW LONDON","CT","Styrene","325 Chemicals","False",6.74744e-05
2016,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",6.69431e-05
2016,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Off-Site Incineration","SUFFOLK","NY","Benzo(g,h,i)perylene","4247 Petroleum Bulk Terminals","True",6.69209718e-05
2019,"06804PHRMC58VAL","GREENFIELD GLOBAL USA INC","Stack Air Releases","FAIRFIELD","CT","Methyl isobutyl ketone","325 Chemicals","False",6.68717e-05
2017,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Stack Air Releases","NEW HAVEN","CT","Lead compounds","331 Primary Metals","False",6.68051e-05
2014,"06010CLNHR51BRO","CLEAN HARBORS OF CONNECTICUT INC","Direct Water Releases","HARTFORD","CT","Nitrate compounds","562 Hazardous Waste","True",6.67941e-05
2016,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Stack Air Releases","NEW HAVEN","CT","Lead compounds","331 Primary Metals","False",6.65609e-05
2015,"06492CNNCTTOELL","NUCOR STEEL CONNECTICUT","Stack Air Releases","NEW HAVEN","CT","Lead compounds","331 Primary Metals","False",6.63249e-05
2017,"06852HCKST9WILT","HICKS & OTIS PRINTS INC","Off-Site Incineration","FAIRFIELD","CT","Toluene","326 Plastics and Rubber","False",6.58234e-05
2019,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Transfers to POTWs","NEW HAVEN","CT","Nickel","331 Primary Metals","False",6.523484e-05
2012,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Transfers to POTWs","NEW LONDON","CT","Nickel","336 Transportation Equipment","False",6.47051e-05
2007,"06110CHNDLCHART","TRIUMPH ENGINE CONTROL SYSTEMS LLC","Transfers to POTWs","HARTFORD","CT","Lead compounds","336 Transportation Equipment","False",6.43912e-05
2019,"11768NRTHPWATER","NATIONAL GRID  NORTHPORT POWER STATION","Stack Air Releases","SUFFOLK","NY","Benzo(g,h,i)perylene","2211 Electric Utilities","True",6.34314e-05
2017,"0633WMRCSS1761R","AMERICAS STYRENICS ALLYNS POINT PLANT","Transfers to POTWs","NEW LONDON","CT","Zinc compounds","325 Chemicals","False",6.30925e-05
2012,"0602WCTRNT1NICH","CT AIR NATIONAL GUARD","Fugitive Air Releases","HARTFORD","CT","Toluene","999 Other","False",6.2334e-05
2007,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Off-Site Incineration","SUFFOLK","NY","Cyclohexane","4247 Petroleum Bulk Terminals","True",6.19636e-05
2017,"06492LBRCH1DUDL","ULBRICH SPECIALTY STRIP MILL","Transfers to POTWs","NEW HAVEN","CT","Manganese","331 Primary Metals","False",6.16911e-05
2009,"06508HBVSH50IVE","H.B. IVES","Stack Air Releases","NEW HAVEN","CT","Nitrate compounds","332 Fabricated Metals","False",6.15778e-05
2016,"06492LBRCH1DUDL","ULBRICH SPECIALTY STRIP MILL","Transfers to POTWs","NEW HAVEN","CT","Manganese","331 Primary Metals","False",6.12878e-05
2011,"06801VNDRB31TAY","VANDERBILT CHEMICALS LLC","Transfers to POTWs","FAIRFIELD","CT","Dichloromethane","325 Chemicals","False",6.12023e-05
2015,"06492LBRCH1DUDL","ULBRICH SPECIALTY STRIP MILL","Transfers to POTWs","NEW HAVEN","CT","Manganese","331 Primary Metals","False",6.08845e-05
2016,"06110CLTND545NE","COLT'S MANUFACTURING CO LLC","Transfers to POTWs","HARTFORD","CT","Lead compounds","332 Fabricated Metals","False",6.06678e-05
2019,"06512CRRNT30TYL","CURRENT INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",6.05452e-05
2015,"06382STNCN125DE","WESTROCK CP LLC","Stack Air Releases","NEW LONDON","CT","Benzo(g,h,i)perylene","322 Paper","False",6.04377e-05
2018,"06512CRRNT30TYL","CURRENT INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",6.03556e-05
2015,"06110CLTND545NE","COLT'S MANUFACTURING CO LLC","Transfers to POTWs","HARTFORD","CT","Lead compounds","332 Fabricated Metals","False",6.02865e-05
2017,"06512CRRNT30TYL","CURRENT INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",6.01691e-05
2016,"06512CRRNT30TYL","CURRENT INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",5.99871e-05
2015,"06512CRRNT30TYL","CURRENT INC","Fugitive Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",5.98085e-05
